Date,Open,High,Low,Close,Adj Close,Volume
11/24/1998,37.333332,38.854168,34.166668,35.75,35.75,81675600
11/25/1998,36.083332,37.25,34.166668,35.052082,35.052082,27522600
11/27/1998,36.208332,36.333332,35.5,36.104168,36.104168,9586800
11/30/1998,36.604168,36.708332,31.958332,32,32,29752200
12/1/1998,30.916668,34.958332,30.333332,34.916668,34.916668,47154600
12/2/1998,34.489582,34.583332,32.927082,33.25,33.25,29649000
12/3/1998,33.1875,34.083332,30.833332,31.583332,31.583332,21836400
12/4/1998,32.583332,32.833332,30.416668,31.416668,31.416668,22257600
12/7/1998,32.166668,32.333332,30.854168,31.833332,31.833332,15774000
12/8/1998,31.604168,34.3125,31.416668,34.010418,34.010418,25549800
