Date,Open,High,Low,Close,Adj_Close,Volume,RSI,APPL,MSFT,GOOG,VIX,USDX
2010-01-22,6.28000020980835,6.383500099182129,6.038000106811523,6.071499824523926,6.071499824523926,231378000,24.20533270588551,7.0625,28.959999084472656,13.69890308380127,27.309999465942383,78.27999877929688
2010-01-25,6.105000019073486,6.113999843597412,5.906000137329102,6.015500068664551,6.015500068664551,240478000,22.704258941744186,7.252500057220459,29.31999969482422,13.44958782196045,25.40999984741211,78.19000244140625
2010-01-26,6.0279998779296875,6.14900016784668,5.953000068664551,5.973999977111816,5.973999977111816,191180000,21.6335618757614,7.355000019073486,29.5,13.509861946105957,24.549999237060547,78.43000030517578
2010-01-27,6.051499843597412,6.166500091552734,5.940000057220459,6.137499809265137,6.137499809265137,295306000,34.69920244222449,7.424285888671875,29.670000076293945,13.50189208984375,23.139999389648438,78.68000030517578
2010-01-28,6.221499919891357,6.360000133514404,6.139999866485596,6.301499843597412,6.301499843597412,545862000,44.6649954003889,7.117499828338623,29.15999984741211,13.307371139526367,23.729999542236328,78.9000015258789
2010-01-29,6.488500118255615,6.59250020980835,6.206999778747559,6.270500183105469,6.270500183105469,589426000,43.31922270699167,6.859285831451416,28.18000030517578,13.199027061462402,24.6200008392334,79.45999908447266
2010-02-01,6.158999919891357,6.243000030517578,5.690999984741211,5.94350004196167,5.94350004196167,755488000,32.2728929869553,6.9546427726745605,28.40999984741211,13.275738716125488,22.59000015258789,79.23999786376953
2010-02-02,5.939499855041504,5.948999881744385,5.71999979019165,5.906000137329102,5.906000137329102,461594000,31.28757555815109,6.994999885559082,28.459999084472656,13.22841739654541,21.479999542236328,79.01000213623047
2010-02-03,5.855999946594238,5.980500221252441,5.828000068664551,5.954999923706055,5.954999923706055,248118000,34.118013638458905,7.115356922149658,28.6299991607666,13.470010757446289,21.600000381469727,79.37000274658203
2010-02-04,5.932000160217285,6.016499996185303,5.7870001792907715,5.796999931335449,5.796999931335449,255680000,29.84841352189342,6.85892915725708,27.84000015258789,13.120322227478027,26.079999923706055,79.91999816894531
2010-02-05,5.794000148773193,5.882500171661377,5.704999923706055,5.869500160217285,5.869500160217285,220496000,33.933947407859335,6.980713844299316,28.020000457763672,13.232650756835938,26.110000610351562,80.44000244140625
2010-02-08,5.968999862670898,6.050000190734863,5.828000068664551,5.8414998054504395,5.8414998054504395,197804000,33.131419393402496,6.932857036590576,27.719999313354492,13.286947250366211,26.510000228881836,80.30000305175781
2010-02-09,5.909999847412109,5.954500198364258,5.849999904632568,5.901500225067139,5.901500225067139,184460000,36.5919723578756,7.006785869598389,28.010000228881836,13.360919952392578,26.0,79.86000061035156
2010-02-10,5.900000095367432,5.930500030517578,5.800000190734863,5.868000030517578,5.868000030517578,124664000,35.48769316228106,6.968571186065674,27.989999771118164,13.311355590820312,25.399999618530273,80.02999877929688
2010-02-11,5.860499858856201,6.020999908447266,5.824999809265137,6.004499912261963,6.004499912261963,166870000,43.031606227565,7.0953569412231445,28.1200008392334,13.35992431640625,23.959999084472656,79.98999786376953
2010-02-12,5.94950008392334,5.997000217437744,5.875,5.982999801635742,5.982999801635742,161470000,42.1946465046326,7.156428813934326,27.93000030517578,13.278229713439941,22.729999542236328,80.31999969482422
2010-02-16,6.002999782562256,6.025000095367432,5.859000205993652,5.876500129699707,5.876500129699707,178654000,38.22827026124024,7.264286041259766,28.350000381469727,13.481966018676758,22.25,79.69999694824219
2010-02-17,5.853499889373779,5.856500148773193,5.777500152587891,5.815499782562256,5.815499782562256,178896000,36.13314023093332,7.23392915725708,28.59000015258789,13.40500545501709,21.719999313354492,80.37999725341797
2010-02-18,5.791999816894531,5.92549991607666,5.741000175476074,5.9039998054504395,5.9039998054504395,196002000,41.17065259232195,7.247499942779541,28.969999313354492,13.529787063598633,20.6299991607666,80.4000015258789
2010-02-19,5.895500183105469,5.954500198364258,5.849999904632568,5.875999927520752,5.875999927520752,142312000,40.09317451070175,7.202499866485596,28.770000457763672,13.468517303466797,20.020000457763672,80.63999938964844
2010-02-22,5.868500232696533,5.948500156402588,5.809000015258789,5.9004998207092285,5.9004998207092285,136146000,41.534989258862204,7.1578569412231445,28.729999542236328,13.519326210021973,19.940000534057617,80.51000213623047
2010-02-23,5.9004998207092285,5.962500095367432,5.825500011444092,5.861999988555908,5.861999988555908,141364000,39.909483211200175,7.0378570556640625,28.329999923706055,13.326798439025879,21.3700008392334,80.8499984741211
2010-02-24,5.8979997634887695,5.989999771118164,5.857500076293945,5.986000061035156,5.986000061035156,147798000,47.0915190231415,7.166429042816162,28.6299991607666,13.237133979797363,20.270000457763672,80.8499984741211
2010-02-25,5.9085001945495605,5.916999816894531,5.792500019073486,5.909999847412109,5.909999847412109,190668000,43.648139288310006,7.214285850524902,28.600000381469727,13.111603736877441,20.100000381469727,80.79000091552734
2010-02-26,5.894000053405762,5.971499919891357,5.849999904632568,5.920000076293945,5.920000076293945,114432000,44.22604037087968,7.307857036590576,28.670000076293945,13.120820045471191,19.5,80.36000061035156
2010-03-01,5.934999942779541,6.232999801635742,5.876500129699707,6.2270002365112305,6.2270002365112305,265930000,58.34798753505039,7.463929176330566,29.020000457763672,13.2675199508667,19.260000228881836,80.66000366210938
